Individual_n,Trial_n,Individual
10,4,0.1683720421607816
10,5,0.1515348401482427
10,6,0.13638135759189962
10,7,0.12274321882084249
10,8,0.11046889392689108
10,9,0.09942200748279928
10,10,0.08947980372265218
10,11,0.0805318203385198
10,12,0.07247863678291677
10,13,0.06523077158287405
10,14,0.05870769886330007
10,15,0.05283692447498678
10,16,0.047553226035388696
10,17,0.042797907870563257
10,18,0.03851811556175588
10,19,0.03466629950359701
10,20,0.031199678462299096
10,21,0.028079718035014856
10,22,0.025271743219646203
10,23,0.022744565885814416
10,24,0.020470112245830285
10,25,0.01842309502914785
11,0,0.0008230327304287188
11,1,0.0004118798907680743
11,2,0.00020612465700342586
11,3,0.00010318743547632625
11,4,5.168902239038875e-05
11,5,2.582060655786922e-05
11,6,1.2886398641609453e-05
11,7,6.5087016506426565e-06
11,8,3.2900508327715627e-06
11,9,1.6211207790606252e-06
11,10,8.462603969805471e-07
11,11,4.2902788355281274e-07
11,12,1.3100465967585961e-07
11,13,1.3100465967585961e-07
11,14,7.140001490046899e-08
11,15,1.1795370125078364e-08
11,16,1.1795370125078364e-08
11,17,1.1795370125078364e-08
11,18,1.1795370125078364e-08
11,19,1.1795370125078364e-08
11,20,1.1795370125078364e-08
11,21,1.1795370125078364e-08
11,22,1.1795370125078364e-08
11,23,1.1795370125078364e-08
11,24,1.1795370125078364e-08
11,25,1.1795370125078364e-08
12,0,0.0307123394704224
12,1,0.014451119492089881
12,2,0.00683376509908451
12,3,0.003239128181970252
12,4,0.0015369387364746467
12,5,0.0007296534276367561
12,6,0.0003465147710205452
12,7,0.0001644821858765022
12,8,7.817466024173658e-05
12,9,3.716666463626783e-05
12,10,1.7497131860388926e-05
12,11,8.437225854529551e-06
12,12,3.907272851599863e-06
12,13,1.8807149292365821e-06
12,14,9.270406128303321e-07
12,15,3.3099416507642587e-07
12,16,2.1178487552564462e-07
12,17,2.6633703575917878e-08
12,18,2.6633703575917878e-08
12,19,2.6633703575917878e-08
12,20,2.6633703575917878e-08
12,21,2.6633703575917878e-08
12,22,2.6633703575917878e-08
12,23,2.6633703575917878e-08
12,24,2.6633703575917878e-08
12,25,2.6633703575917878e-08
13,0,0.20235627234442077
13,1,0.1821206444547876
13,2,0.16390857935411773
13,3,0.14751771927339874
13,4,0.1327659496711
13,5,0.1194893577740892
13,6,0.10754042208654724
13,7,0.09678638071281753
13,8,0.08710774124128662
13,9,0.0783969694421991
13,10,0.07055727482302032
13,11,0.06350154519541107
13,12,0.0571513855503305
13,13,0.051436238889525754
13,14,0.04629261136514984
13,15,0.041663342122863156
13,16,0.03749700725538574
13,17,0.0337473088548883
13,18,0.03037258327467285
13,19,0.027335324292014462
13,20,0.024601795677970273
13,21,0.022141613964866025
13,22,0.0199274504230722
13,23,0.01793470323545776
13,24,0.016141229276488644
13,25,0.014527105693648679
14,0,0.35494713367535424
14,1,0.30132840456082177
14,2,0.25675897182537866
14,3,0.21937185408188653
14,4,0.1878017324359591
14,5,0.1610138106496508
14,6,0.1382016825826342
14,7,0.118722765460747
14,8,0.10205614449097467
14,9,0.08777367950989556
14,10,0.07551978410794091
14,11,0.06499673308445764
14,12,0.055953650489586115
14,13,0.048178090468185664
14,14,0.04148949565007043
14,15,0.035733937040107966
14,16,0.030779926791923762
14,17,0.026514901533859492
14,18,0.022842376247184992
14,19,0.01967961968495202
14,20,0.016955553308265925
14,21,0.014609112158554316
14,22,0.012587784543770075
14,23,0.010846419945495844
14,24,0.009346156135338068
14,25,0.008053554907577753
15,0,0.4681015560701389
15,1,0.4006608059927721
15,2,0.3567169985100527
15,3,0.3172022780701418
15,4,0.28172155528514575
15,5,0.2499121656939287
15,6,0.22143987625091266
15,7,0.1959961137100954
15,8,0.17329556553809833
15,9,0.15307474940269183
15,10,0.13509044855086993
15,11,0.11911878793685626
15,12,0.10495422094314288
15,13,0.09240857570617389
15,14,0.08131022065131854
15,15,0.07150311081855487
15,16,0.06284580438583087
15,17,0.05521062820403766
15,18,0.04848248570411395
15,19,0.042558171443631165
15,20,0.0373451492115755
15,21,0.03276083677261066
15,22,0.028731681995083802
15,23,0.025192089967419617
15,24,0.02208391635863971
15,25,0.01935569255798053
16,0,0.15153999954330644
16,1,0.1122889104472371
16,2,0.08260460525619706
16,3,0.06042613416778764
16,4,0.04401280313598832
16,5,0.031954306660768594
16,6,0.02314408451187333
16,7,0.016733306943056192
16,8,0.012082714139101114
16,9,0.008716363011476602
16,10,0.006283659039613809
16,11,0.004527586995241251
16,12,0.003261167107698526
16,13,0.002348381577608194
16,14,0.0016907635318013092
16,15,0.0012171450244160553
16,16,0.0008760276423664948
16,17,0.0006305757151814362
16,18,0.000453847943422403
16,19,0.0003265324221821686
16,20,0.000235039292451944
16,21,0.00016911655533036196
16,22,0.00012167125808915102
16,23,8.763700592240298e-05
16,24,6.302028763016665e-05
16,25,4.5317708131875634e-05
17,0,0.042239040837847575
17,1,0.021970362172686442
17,2,0.011345595822893961
17,3,0.005836696134173258
17,4,0.0029966540199154457
17,5,0.0015369362693661293
17,6,0.0007878250938290199
17,7,0.0004036135536068519
17,8,0.00020679901655851207
17,9,0.00010594795759855113
17,10,5.433033522306285e-05
17,11,2.7746663653238635e-05
17,12,1.4156804644449572e-05
17,13,7.361875140055041e-06
17,14,3.7855964535316033e-06
17,15,1.8782478207191033e-06
17,16,1.0437827938636346e-06
17,17,3.285270565589471e-07
17,18,2.0931776700816584e-07
17,19,9.01084774573846e-08
17,20,9.01084774573846e-08
17,21,9.01084774573846e-08
17,22,9.01084774573846e-08
17,23,9.01084774573846e-08
17,24,9.01084774573846e-08
17,25,9.01084774573846e-08
18,0,0.46740873240206415
18,1,0.3264459230777996
18,2,0.2261465945122021
18,3,0.15532387875292475
18,4,0.10589213751528437
18,5,0.07177265070650751
18,6,0.048437015044428655
18,7,0.032587543952204534
18,8,0.02187682770464594
18,9,0.014664546477534124
18,10,0.009820000159479925
18,11,0.006571308600642034
18,12,0.0043953218338268485
18,13,0.0029390015480297293
18,14,0.001964823233820745
18,15,0.0013133444664257254
18,16,0.0008777537224071708
18,17,0.0005866446373241629
18,18,0.00039209507677728794
18,19,0.0002619185325878348
18,20,0.0001750149605053153
18,21,0.00011696003649408482
18,22,7.809780810053013e-05
18,23,5.22293922680106e-05
18,24,3.500364992792271e-05
18,25,2.3380744196721537e-05
19,0,0.030190203919541636
19,1,0.007460211053025523
19,2,0.0018424732829449564
19,3,0.0004551751757977396
19,4,0.00011244846833924349
19,5,2.769066346863802e-05
19,6,6.769433152475912e-06
19,7,1.5242244122415372e-06
19,8,3.917361615091153e-07
19,9,9.371293763216215e-08
19,10,9.371293763216215e-08
19,11,3.410829285677153e-08
19,12,3.410829285677153e-08
19,13,3.410829285677153e-08
19,14,8.510099669400972e-08
19,15,3.410829285677153e-08
19,16,8.510099669400972e-08
19,17,3.410829285677153e-08
19,18,8.510099669400972e-08
19,19,3.410829285677153e-08
19,20,8.510099669400972e-08
19,21,3.410829285677153e-08
19,22,8.510099669400972e-08
19,23,3.410829285677153e-08
19,24,8.510099669400972e-08
19,25,3.410829285677153e-08
20,0,0.16006830658045168
20,1,0.13009253467645998
20,2,0.10621407951441164
20,3,0.08702670361128206
20,4,0.07150490905371065
20,5,0.05888220991220827
20,6,0.048574212447074605
20,7,0.04012844289865847
20,8,0.03318989600267763
20,9,0.027477163329986287
20,10,0.022765445962814046
20,11,0.018873754397300435
20,12,0.01565552081194277
20,13,0.012991670027641011
20,14,0.010784927264121724
20,15,0.008955660715964986
20,16,0.007438469186690999
20,17,0.00617954458322878
20,18,0.005134585753349019
20,19,0.00426689113703127
20,20,0.0035462411793744097
20,21,0.0029475721272503863
20,22,0.0024501862677609454
20,23,0.0020368429574048053
20,24,0.001693341389564229
20,25,0.001407835141090108
21,0,0.08756441977519225
21,1,0.07880796101588439
21,2,0.07092721369761656
21,3,0.0638344397832794
21,4,0.05745102074641417
21,5,0.051705907850448596
21,6,0.04653532412547301
21,7,0.04188181069392394
21,8,0.03769363072413634
21,9,0.03392423298854064
21,10,0.03053183463114928
21,11,0.02747864630717467
21,12,0.024730812578384387
21,13,0.02225769665736388
21,14,0.020031940012161242
21,15,0.018028747110549914
21,16,0.016225885420028674
21,17,0.014603268175308215
21,18,0.013142954378311145
21,19,0.011828671961013781
21,20,0.010645817785446154
21,21,0.009581219225112902
21,22,0.008623074560348498
21,23,0.007760774164382922
21,24,0.006984721689407336
21,25,0.006286214857284533
22,0,0.35162964459035706
22,1,0.3147363904443772
22,2,0.2817670106467993
22,3,0.25228256728027176
22,4,0.2259007393893988
22,5,0.20228613908860993
22,6,0.18177700038526368
22,7,0.16359929736230683
22,8,0.14723937209222626
22,9,0.13251543040845704
22,10,0.11926388736341309
22,11,0.10733750458333802
22,12,0.09660375114057373
22,13,0.08694338794324707
22,14,0.07824903722379517
22,15,0.07042413945768189
22,16,0.06338173146817994
22,17,0.05704355235669922
22,18,0.051339209037760014
22,19,0.04620528216932129
22,20,0.0415847599086554
22,21,0.037426292854288334
22,22,0.03368365760419678
22,23,0.030315279918649907
22,24,0.027283757883051152
22,25,0.024555385070780034
23,0,0.15850328404475955
23,1,0.14014489023965804
23,2,0.12390691979807822
23,3,0.10954256176036803
23,4,0.09683511598986594
23,5,0.08559375449103324
23,6,0.07565002336186377
23,7,0.06685500784796683
23,8,0.05907690717858283
23,9,0.052199022909822146
23,10,0.04611795588416068
23,11,0.04074207886141745
23,12,0.03599021031540839
23,13,0.031790422341050784
23,14,0.028078975221337954
23,15,0.024799453159989993
23,16,0.021901832958879153
23,17,0.019341917773904482
23,18,0.017080487748803774
23,19,0.015082912584962527
23,20,0.013318510791482607
23,21,0.011760162254991213
23,22,0.01038387610596625
23,23,0.009168433090867678
23,24,0.008095102450074831
23,25,0.0071472842900177636
24,0,0.033110714907066185
24,1,0.012007034773246605
24,2,0.004359401220695336
24,3,0.0015834340995710683
24,4,0.0005752215331953359
24,5,0.0002088317817610097
24,6,7.597302855666399e-05
24,7,2.7574056999046803e-05
24,8,9.871477500755788e-06
24,9,3.612989799339772e-06
24,10,1.228804008324147e-06
24,11,5.135482710194594e-07
24,12,1.5592040236711568e-07
24,13,9.631575759172506e-08
24,14,9.631575759172506e-08
24,15,9.631575759172506e-08
24,16,3.6711112816334435e-08
24,17,3.6711112816334435e-08
24,18,2.289353195905619e-08
24,19,2.289353195905619e-08
24,20,2.289353195905619e-08
24,21,2.289353195905619e-08
24,22,2.289353195905619e-08
24,23,2.289353195905619e-08
24,24,2.289353195905619e-08
24,25,2.289353195905619e-08
25,0,0.2410104459344371
25,1,0.10569711385359604
25,2,0.04715822992911178
25,3,0.02116878686537582
25,4,0.009525675159595792
25,5,0.004290897232197111
25,6,0.0019337123452647376
25,7,0.000871617180012052
25,8,0.0003928726731761145
25,9,0.00017716346373397585
25,10,7.982907881576295e-05
25,11,3.5960060261075455e-05
25,12,1.629052748519655e-05
25,13,7.32002844650026e-06
25,14,3.266912601773697e-06
25,15,1.5085755808996737e-06
25,16,7.039128764319003e-07
25,17,2.866803630041659e-07
25,18,1.6747107345338463e-07
25,19,1.3766875106568932e-07
25,20,7.80641062902987e-08
25,21,4.8261783902603383e-08
25,22,4.8261783902603383e-08
25,23,4.8261783902603383e-08
25,24,1.845946151490807e-08
25,25,1.845946151490807e-08
26,0,0.24132162294519888
26,1,0.11232489309442983
26,2,0.054506241895089014
26,3,0.026920258618721826
26,4,0.013405382253060205
26,5,0.006701767064461572
26,6,0.003356992818245752
26,7,0.0016831751836632325
26,8,0.0008444186223839356
26,9,0.0004237290395592286
26,10,0.00021266899240957038
26,11,0.00010675153864370124
26,12,5.352459085927741e-05
26,13,2.682170999990241e-05
26,14,1.35298742149903e-05
26,15,6.5561307762695975e-06
26,16,3.3970846031738944e-06
26,17,1.6685499046875663e-06
26,18,8.936895226074881e-07
26,19,4.1685236440436313e-07
26,20,1.7843378530280063e-07
26,21,3.801490233712457e-10
26,22,3.801490233712457e-10
26,23,3.801490233712457e-10
26,24,3.801490233712457e-10
26,25,3.801490233712457e-10
27,0,0.41558080158203126
27,1,0.30600892744033814
27,2,0.21971487245529175
27,3,0.15449159584014893
27,4,0.10686313352554322
27,5,0.07301472864120484
27,6,0.04944574079483033
27,7,0.0332751198765564
27,8,0.022295884704284674
27,9,0.014895073985748297
27,10,0.009930841540985114
27,11,0.006612174129180914
27,12,0.004398576831512457
27,13,0.0029242559429931703
27,14,0.0019432826992797914
27,15,0.001291207885437018
27,16,0.0008575840946960511
27,17,0.000569634055786139
27,18,0.0003782435414123597
27,19,0.0002511664387512269
27,20,0.00016688547103882456
27,21,0.00011079750030518198
27,22,7.348499267578745e-05
27,23,4.8927879028326515e-05
27,24,3.253660171509409e-05
27,25,2.1509742431646828e-05
28,0,0.32865973636415724
28,1,0.22805973216799025
28,2,0.15430065318849806
28,3,0.10239442512300734
28,4,0.06700231954363112
28,5,0.04341723844316725
28,6,0.02794935628679518
28,7,0.017913781850607435
28,8,0.011449062078268568
28,9,0.007303678243429701
28,10,0.004653894155294935
28,11,0.002963148801596205
28,12,0.001885735242636244
28,13,0.0011999241998505994
28,14,0.0007631413629365369
28,15,0.0004852645089936658
28,16,0.000308596341879408
28,17,0.00019630119112257205
28,18,0.0001247756173921033
28,19,7.935687807325564e-05
28,20,5.03890207124158e-05
28,21,3.203079012159549e-05
28,22,2.0348279745618925e-05
28,23,1.3076513083021268e-05
28,24,8.188932211439237e-06
28,25,5.208699972669706e-06
29,0,0.2609188717304358
29,1,0.15752788004266116
29,2,0.09528567013131473
29,3,0.05763329681741092
29,4,0.03484292444573733
29,5,0.021055416434873075
29,6,0.01271952804910037
29,7,0.007682220309842558
29,8,0.0046391051708349895
29,9,0.002801255553830595
29,10,0.0016913574634680462
29,11,0.0010212224422583294
29,12,0.0006165665088782024
29,13,0.00037224706994387624
29,14,0.00022478517876955983
29,15,0.00013573583947512624
29,16,8.19128452429485e-05
29,17,4.9487918485136007e-05
29,18,2.993759499880788e-05
29,19,1.8016666043729757e-05
29,20,1.0864108670682882e-05
29,21,6.5725742468547566e-06
29,22,4.00957452151296e-06
29,23,2.400249112577413e-06
29,24,1.4465747961711628e-06
29,25,9.101329931926472e-07
30,0,0.44434097072762857
30,1,0.2977719422308863
30,2,0.20177469066066156
30,3,0.13735937735719095
30,4,0.09368639847916971
30,5,0.0639460649220408
30,6,0.04365729949159036
30,7,0.029807087394422394
30,8,0.020350333663648468
30,9,0.013893302890485626
30,10,0.009484585735029083
30,11,0.006474729987806183
30,12,0.004419919463819366
30,13,0.003017124149030548
30,14,0.002059515926069122
30,15,0.001405831786817413
30,16,0.0009596314160288388
30,17,0.0006551112858713681
30,18,0.00044721028489480563
30,19,0.00030529162568460055
30,20,0.00020825526399026462
30,21,0.0001422133175791318
30,22,9.703299683938571e-05
30,23,6.621739549050876e-05
30,24,4.523656052957126e-05
30,25,3.0871841138702116e-05
31,0,0.3038959883871274
31,1,0.2715096574994521
31,2,0.2426511746617751
31,3,0.2169115644666152
31,4,0.1939368945332961
31,5,0.17341883003439473
31,6,0.1550868254872756
31,7,0.138702760336061
31,8,0.12405611097540425
31,9,0.11096013605322408
31,10,0.09924913465704488
31,11,0.08877552568640279
31,12,0.07940794050421285
31,13,0.07116890966620015
31,14,0.06405205547537374
31,15,0.05764682113852071
31,16,0.051882157919068805
31,17,0.046693931219239704
31,18,0.04202456295218038
31,19,0.037822077867646686
31,20,0.034039865133424274
31,21,0.030635843870301716
31,22,0.027572284338136188
31,23,0.02481509268011617
31,24,0.022333512899537555
31,25,0.020100186464448444
32,0,0.13644951272669448
32,1,0.10249536920252456
32,2,0.0772790281838478
32,3,0.058419462925821675
32,4,0.04424523997965468
32,5,0.03355562377634658
32,6,0.025473889595896138
32,7,0.019352850205332173
32,8,0.014710661656290425
32,9,0.01118659663859023
32,10,0.008509334809214009
32,11,0.006474313027292622
32,12,0.0049268572396339305
32,13,0.0037497847146095165
32,14,0.002854165322214497
32,15,0.0021726458138526805
32,16,0.0016539661950172313
32,17,0.0012591450280250438
32,18,0.0009586184090675243
32,19,0.000729855782419575
32,20,0.0005556910103858836
32,21,0.0004230706757606395
32,22,0.0003221600121559032
32,23,0.00024527002039564927
32,24,0.00018673825922621567
32,25,0.0001421539849342235
33,0,0.1082763366886339
33,1,0.06738457014047716
33,2,0.042064397830601674
33,3,0.026303320426579457
33,4,0.016463904876347524
33,5,0.010311275024052602
33,6,0.006460159320469838
33,7,0.004048316974278432
33,8,0.0025372796245775042
33,9,0.0015903406330308734
33,10,0.0009969167896470843
33,11,0.000624864596959096
33,12,0.0003916912265977679
33,13,0.00024560024225328547
33,14,0.00015398790323351008
33,15,9.652902567003352e-05
33,16,6.064702951524836e-05
33,17,3.7997264500599925e-05
33,18,2.3811359044056957e-05
33,19,1.4989871617299144e-05
33,20,9.387035008412425e-06
33,21,5.929965611439769e-06
33,22,3.6649891099749254e-06
33,23,2.294082280140941e-06
33,24,1.519221898060863e-06
33,25,8.635708055315661e-07
34,0,0.017404713784280768
34,1,0.015664242324355593
34,2,0.014097818056989064
34,3,0.012688036193076124
34,4,0.011419232585403671
34,5,0.01027730910566782
34,6,0.009249578346434584
34,7,0.008324620430294027
34,8,0.007492158678296557
34,9,0.006742942263308516
34,10,0.006068647955480566
34,11,0.0054617832646999265
34,12,0.004915604484203806
34,13,0.004424044047418585
34,14,0.003981639747444143
34,15,0.003583476063731661
34,16,0.0032251282827291394
34,17,0.0029026150004300977
34,18,0.00261235341888999
34,19,0.002351118368032923
34,20,0.00211600691539382
34,21,0.0019044057698283101
34,22,0.001713964273158064
34,23,0.0015425673918161298
34,24,0.0013883105711374188
34,25,0.0012494801775846387
35,0,0.04166899836591986
35,1,0.019392418032210146
35,2,0.009036766653578554
35,3,0.004213499193709169
35,4,0.0019651523881366595
35,5,0.0009165874772479876
35,6,0.00042753136686590754
35,7,0.00019942439131048761
35,8,9.297049574163996e-05
35,9,4.337943128851496e-05
35,10,2.0133619826112614e-05
35,11,9.345179121766911e-06
35,12,4.278784315858708e-06
35,13,1.894598524843083e-06
35,14,9.40924208436833e-07
35,15,4.64087050233708e-07
35,16,2.256684711321455e-07
35,17,2.256684711321455e-07
35,18,1.0645918158136425e-07
35,19,1.0645918158136425e-07
35,20,1.2750107969417002e-08
35,21,1.2750107969417002e-08
35,22,1.2750107969417002e-08
35,23,1.2750107969417002e-08
35,24,1.2750107969417002e-08
35,25,1.2750107969417002e-08
36,0,0.33823952244804634
36,1,0.30441557036922706
36,2,0.2739740105180575
36,3,0.24657660888717903
36,4,0.2219189496545626
36,5,0.19972706007049812
36,6,0.1797543482689692
36,7,0.16177891360805763
36,8,0.1456010209231211
36,9,0.13104091750667823
36,10,0.11793682145164741
36,11,0.10614313351200355
36,12,0.09552881287620796
36,13,0.08597591685341133
36,14,0.07737833427475227
36,15,0.06964048909233345
36,16,0.06267643140838874
36,17,0.056408794393999706
36,18,0.05076793002174629
36,19,0.04569113420532478
36,20,0.04112202095077766
36,21,0.0370098071007563
36,22,0.03330883549736274
36,23,0.02997794913337959
36,24,0.026980163326723705
36,25,0.02428215908096565
37,0,0.373855320881489
37,1,0.2922056896196634
37,2,0.2249898297296793
37,3,0.17099171705115146
37,4,0.12854248113501376
37,5,0.09578001327383823
37,6,0.0708706957803995
37,7,0.05215686387884921
37,8,0.03822690076697177
37,9,0.027930913637760346
37,10,0.020361123751285737
37,11,0.014817653368595307
37,12,0.010769961546543305
37,13,0.007820842932346528
37,14,0.0056755525575906685
37,15,0.004116652678135102
37,16,0.002984879683139985
37,17,0.0021637064920694282
37,18,0.001568136881473725
37,19,0.0011363608347207954
37,20,0.0008233768450052192
37,21,0.0005965811716348579
37,22,0.00043219156134433057
37,23,0.0003131014810831001
37,24,0.00022679395544833447
37,25,0.0001643282877237251
38,0,0.19684924038812746
38,1,0.14457142206594575
38,2,0.10659688564703096
38,3,0.07879185530111421
38,4,0.05833287390634645
38,5,0.043232178713532576
38,6,0.03206369879409898
38,7,0.02379232498571504
38,8,0.017660869683476577
38,9,0.013112819220276961
38,10,0.009737713660451064
38,11,0.0072322845713816974
38,12,0.005371964003296981
38,13,0.003990447546692977
38,14,0.002964383389207015
38,15,0.002202226247044692
38,16,0.0016360491769038532
38,17,0.001215478803368697
38,18,0.0009030238048755024
38,19,0.0006708935157977436
38,20,0.0004984274761401508
38,21,0.00037032964393723944
38,22,0.0002751112239085529
38,23,0.00020439776346314886
38,24,0.00015187117025483587
38,25,0.00011283757850755194
39,0,0.3250196785961935
39,1,0.24443922055118772
39,2,0.1824975670611212
39,3,0.135357117775614
39,4,0.0998365641867468
39,5,0.07330704343670102
39,6,0.05363789809101316
39,7,0.0391402603422949
39,8,0.02850291741245481
39,9,0.020724988106424536
39,10,0.01505253327244016
39,11,0.01092348111026975
39,12,0.007922268036539282
39,13,0.0057431222235510004
39,14,0.004161989811594213
39,15,0.0030154944693395747
39,16,0.002184426907236303
39,17,0.0015821815764257563
39,18,0.0011459351813146723
39,19,0.0008298517500707758
39,20,0.0006009699141332758
39,21,0.0004352093970129145
39,22,0.000315046433145727
39,23,0.00022814286106320747
39,24,0.00016520035618039497
39,25,0.00011966240757199653
40,0,0.45024285702999645
40,1,0.34169499068554454
